135,C839,44.964504,-93.215889,I-94: EB @ Franklin Ave,near Lauderdale,true,https://video.dot.state.mn.us/video/image/metro/C839
136,C840,44.95981,-93.208747,I-94: EB W @ MN 280,near Lauderdale,true,https://video.dot.state.mn.us/video/image/metro/C840
137,C841,44.959704,-93.202079,I-94: EB @ MN 280,near Lauderdale,true,https://video.dot.state.mn.us/video/image/metro/C841
138,C842,44.955887,-93.191996,I-94: EB @ Cretin Ave,near Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C842
139,C843,44.952698,-93.182351,I-94: EB @ Prior Ave,near Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C843
140,C844,44.951627,-93.16853,I-94: EB @ Snelling Ave,near Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C844
141,C845,44.95167,-93.156499,I-94: EB @ Hamline Ave,near Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C845
142,C846,44.951647,-93.145432,I-94: EB @ Lexington Ave,near Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C846
143,C3401,44.946422,-93.104774,I-35E: EB @ Kellog Blvd,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C3401
144,C848,44.951187,-93.116489,I-94: EB @ Western Ave,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C848
145,C849,44.949953,-93.1031,I-94: EB @ ohn Ireland Blvd,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C849
145,C849,44.949953,-93.1031,I-94: EB @ ohn Ireland Blvd,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C8481
146,C850,44.950267,-93.100312,I-94: EB @ Wabasha St,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C850
147,C851,44.95361,-93.092826,I-94: EB @ Jackson St,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C851
148,C852,44.953665,-93.092459,I-94: EB @ I-35E,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C852
149,C853,44.951959,-93.086611,I-94: EB @ 7th St,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C853
150,C854,44.952807,-93.082149,I-94: EB @ US 52,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C854
151,C855,44.952224,-93.069851,I-94: EB @ Mounds Blvd,in Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C855
152,C856,44.952009,-93.049428,I-94: EB @ Johnson Pkwy,near Maplewood,true,https://video.dot.state.mn.us/video/image/metro/C856
153,C857,44.952611,-93.039591,I-94: WB @ US 61,near Maplewood,true,https://video.dot.state.mn.us/video/image/metro/C857
154,C858,44.951203,-93.025455,I-94: EB @ White Bear Ave,near Maplewood,true,https://video.dot.state.mn.us/video/image/metro/C858
155,C859,44.950127,-93.004398,I-94: WB @ McKnight Rd,near Maplewood,true,https://video.dot.state.mn.us/video/image/metro/C859
156,C860,44.948346,-92.985333,I-94: EB@ MN 120,near Oakdale,true,https://video.dot.state.mn.us/video/image/metro/C860
157,C861,44.948588,-92.958559,I-94: WB @ I-494 E Jct,near Oakdale,true,https://video.dot.state.mn.us/video/image/metro/C861
158,C862,44.948457,-92.934728,I-94: EB @ o Rd 13,near Woodbury,true,https://video.dot.state.mn.us/video/image/metro/C862
159,C863,44.94843,-92.902998,I-94: WB @ Co Rd 19,near Woodbury,true,https://video.dot.state.mn.us/video/image/metro/C863
160,C864,44.948449,-92.883653,I-94: WB @ Co Rd 17B,near Lake Elmo,true,https://video.dot.state.mn.us/video/image/metro/C864
161,C865,44.948499,-92.862268,I-94: WB @ Manning Ave.,near Lake Elmo,true,https://video.dot.state.mn.us/video/image/metro/C865
162,C866,44.948479,-92.843075,I-94: WB @ o Rd 71,near Afton,true,https://video.dot.state.mn.us/video/image/metro/C866
163,C867,44.94899,-92.820749,I-94: WB @ St. Croix RS,near Lakeland,true,https://video.dot.state.mn.us/video/image/metro/C867
164,C868,44.954499,-92.797025,I-94: WB @ Co Rd 21,in Lakeland,true,https://video.dot.state.mn.us/video/image/metro/C868
165,C869,44.961875,-92.77282,I-94: WB @ MN 95,in Lakeland,true,https://video.dot.state.mn.us/video/image/metro/C869
166,C870,44.962626,-92.75959,I-94: EB @ Hegen St,in Lakeland,true,https://video.dot.state.mn.us/video/image/metro/C870
167,C871,44.963936,-92.721003,I-94: WB @ Carmichael Rd,in Lakeland,true,https://video.dot.state.mn.us/video/image/metro/C871
168,C903,44.97102,-93.460283,I-394: EB at I-494,near Wayzata,true,https://video.dot.state.mn.us/video/image/metro/C903
169,C904,44.971243,-93.439846,I-394: WB at Plymouth Rd,near Minnetonka,true,https://video.dot.state.mn.us/video/image/metro/C904
170,C905,44.97085,-93.420845,I-394: EB at Co Rd 73,near Saint Louis Park,true,https://video.dot.state.mn.us/video/image/metro/C905
171,C906,44.973239,-93.400887,I-394: EB at U.S.169,near Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C906
172,C907,44.973831,-93.389187,I-394: EB at General Mills Blvd,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C907
173,C908,44.971243,-93.379101,I-394: EB at Winnetka Ave,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C908
174,C909,44.971243,-93.365202,I-394: EB at Hampshire Ave,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C909
175,C910,44.970352,-93.351322,I-394: EB at Xenia Ave,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C910
176,C911,44.970506,-93.342877,I-394: EB W of T.H.100,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C911
